date,V1,V2,V3,V4,V5,V6,V7
2007-01-03,2.948857366004652,0.193129315970121,9.013335445047245,2.849157209521574,0.09117217303993745,0.6092302535809578,1.55170394722228e-7
2007-01-06,1.3521654446120093,0.4077810213939091,2.0716228919328312,1.8659035133331459,5.8795128649494886e-9,1.1388471598272578,3.0303208766643927e-9
2007-01-09,0.8233002356299832,0.03262020662366632,4.718032517066768,3.4659480809345733,0.19420027991888394,0.13162763016933426,0.0012398241338716272
2007-01-12,2.6667879995019312,1.4526929875973411,10.23590437799088,4.978050402508821,6.469485324167176e-4,0.5863003981398583,2.9733367031100866e-8
2007-01-15,3.1117015975066513,1.8567449590043081,10.17918907415423,3.5988767913865605,1.0760205759548502e-6,0.5727362074501404,3.509986080352438e-8
2007-01-18,1.5924481698870412,2.1955373803914107,11.427250179250045,4.29789632711684,3.497895870341107e-8,0.8568210551608841,1.2417722452612e-9
2007-01-21,1.6893508379771494,0.0732239935223968,5.9008866314796595,1.7276784032341193,4.514392653171583e-7,0.5351127197519611,7.57356002567785e-8
2007-01-24,1.1095600260378775,0.030915201553417322,4.791817553588367,7.051459779311425,0.1346913628209852,0.45041489543566665,3.5010778532055985e-9
2007-01-27,1.7745433769933445,1.323650344629807,11.320130175194782,4.676932582128907,2.1936423554397796e-8,0.2731406257721749,0.5479047098875871
2007-01-30,0.6337415457874159,0.7630362039841558,6.859810037530468,9.189246868589608,2.181193670015461e-9,1.1912798144126717,1.166631259710106e-9
2007-02-02,0.3102044795924045,2.3098436491555687,8.516963471898501,13.807226037020087,1.6751041723859786e-9,0.7088958288940401,8.8388944683983305e-10
2007-02-05,0.5049158240179794,5.3717871806006325,4.877298491882689,4.427854637691256,0.24137369680886891,1.8296119503103334,1.3286913663803987e-9
2007-02-08,1.8806242141129763,0.1309724921753804,4.444846052387448,5.825564668192919,0.001458933139728675,0.34272693924010766,2.518862072030697
2007-02-11,0.883212491274974,1.8272138885404812,6.577378689842315,7.642671502238288,2.2866750690913603e-9,0.8631757593597308,1.2000275655271693e-9
2007-02-14,0.4526577296171974,2.16126231846474,7.282254679979385,3.7771080048042855,0.5229985288644046,0.5156660700388586,1.3289395858125228e-9
2007-02-17,1.4764750695177609,1.5392180686212393,6.285526019368222,8.39085535051062,0.5883628303031689,2.3052676552567863,1.0873046925799992e-9
2007-02-20,3.12736875286628,1.9107105538387679,11.606468040099907,8.96166499809289,1.2860359751839423,0.2997393007573046,0.5542520571770558
2007-02-23,1.304563654801175,3.3430723191857814e-9,2.9019558109482677,1.309896666414785,2.40160156857332,0.5665795105554929,0.4407978820626542
2007-02-26,2.017526691232164,1.6343708599876848e-09,7.548365044245249,2.864474255313576,0.4842652248111565,0.018904547578958632,2.757674974400908
2007-03-01,2.887512204722966,0.5594754803730818,6.431137289729266,3.004394759750857,0.9257945619328127,0.6975141697031411,1.24592141332567
2007-03-04,0.5646145995595678,4.108481727569237e-9,1.314415752174326,2.989598809879149,2.1371868907359595,0.053995750240748756,2.583227808032098
2007-03-07,1.794642462051098,0.8249543033556207,8.883145063021756,4.633193330043101,1.8932678767280938e-9,0.7074433840030889,1.5569552147904155
2007-03-10,3.9766633579872823,5.15476208084271,8.491305064843486,3.7148626166243943,2.4360855313835255,1.1889936604908909e-4,8.580509176307976e-10
2007-03-13,4.337753723601015,3.1852165957951533,10.922183675088283,7.744567763380672,0.056893016930745874,0.006255858121203941,1.120658132550448e-6
2007-03-16,1.3110376744527679,2.5274930369050224,5.871710236565647,4.503673874916647e-5,2.999769364961804e-9,7.879444759054879e-6,1.6658683295288896
2007-03-19,2.371921433206698,2.4031184821197082,3.2814347124883714,3.1386411581434195,4.245484482065583e-9,0.8754118305503023,3.2700857637139826
2007-03-22,2.805996395148881,8.334792629261994,5.017423893263554,5.369332992920727,1.1412382327561265e-8,0.0010880827265063384,1.035085551997096e-9
2007-03-25,1.0502058593214896,0.9788619080770422,2.8030296775712245,2.9021428556929414,1.1184337095690995,6.244283358899325e-5,2.501703297750445e-9
2007-03-28,3.072599641000606,3.800839064046191e-9,2.4266814042057416,0.05563262132668394,0.2319726099966356,0.0033708091630458158,0.002393717985069882
2007-03-31,2.687637003523108,0.7737667362010978,2.858457533376804,0.687791903357684,2.3274941732209095e-4,0.001974798313899975,0.0767799539782881
2007-04-03,1.3209477131880352,0.01344674601451558,5.04235599071458,6.183200225840858,9.178485188044128e-5,0.006873618893494225,4.53707442947465e-6
2007-04-05,2.081909270570884,0.7113094661348986,2.0290132297512296,2.0935076276899123,7.144420868531264e-8,0.40037508861571625,7.08879383416089e-7
2007-04-06,2.1221104313938475,0.9974165359862514,1.985141878278334,0.9555218185100632,0.07115573108725551,0.0012834673101311807,5.050284072826191e-5
2007-04-09,1.264916161847054,2.5507999108917736e-9,1.1790068679642625,0.5455621997245178,9.383552356829769e-4,0.042032781370008855,8.420925922569387
